X,Y,item,pagerank,chosen
45.564842,18.76831,support-vector machine,8.783717582293258e-05,1.0
-17.098364,51.787895,reflexivity (sociology),4.794564925053186e-05,0.0
-27.20075,15.838761,attempto controlled english,9.879965743961246e-05,0.0
11.604418,-63.433857,hidden faces,4.794564925053186e-05,0.0
3.9951158,-46.60067,visual modularity,8.713398801610195e-05,0.0
-80.497856,-29.389652,coprocessor,5.671133981861942e-05,0.0
2.4494078,12.283484,problem formulation,5.671133981861942e-05,0.0
8.651608,-84.83004,eye tracking on the iss,5.671133981861942e-05,0.0
-44.52086,-63.454895,smartglasses,5.671133981861942e-05,0.0
50.116386,51.66018,q-learning,5.671133981861942e-05,0.0
28.311861,-87.51181,eye disease,5.671133981861942e-05,0.0
10.137633,12.660804,why–because graph,6.188166712575493e-05,0.0
-52.95752,57.973797,existential graph,6.188166712575493e-05,0.0
42.17378,-37.80158,retinotopy,6.188166712575493e-05,0.0
52.9582,73.05905,secretary problem,6.188166712575493e-05,0.0
-58.77995,-3.3751009,physical optics,6.188166712575493e-05,0.0
-33.946377,-33.59937,responsive computer-aided design,0.00010196762887971287,0.0
5.8699946,0.59783816,facilitation (business),6.188166712575493e-05,0.0
25.444891,-51.980175,affective neuroscience,6.188166712575493e-05,0.0
42.78269,-36.181824,visual cortex,6.188166712575493e-05,1.0
37.7384,9.8165045,generative topographic map,6.188166712575493e-05,0.0
33.344715,0.12989044,language model,6.188166712575493e-05,0.0
-21.580345,-46.91129,the miccai society,6.188166712575493e-05,0.0
89.61172,4.9654493,stochastic optical reconstruction microscopy,6.188166712575493e-05,0.0
-54.07675,22.31515,discrete morse theory,6.188166712575493e-05,0.0
55.154385,13.147372,lti system theory,6.188166712575493e-05,0.0
86.98673,-15.510441,angular diameter,6.188166712575493e-05,0.0
19.218119,38.399963,information field theory,7.102627969683781e-05,0.0
-27.726978,8.270455,ontology extraction,7.102627969683781e-05,0.0
-45.473194,-68.58793,eyetap,7.102627969683781e-05,0.0
-16.863583,35.486217,simplified technical english,7.102627969683781e-05,0.0
-29.400333,15.571104,end-user programming,7.102627969683781e-05,0.0
-57.43741,54.212353,karnaugh-veitch diagram,7.102627969683781e-05,0.0
22.590612,29.78112,applications of artificial intelligence to legal informatics,7.102627969683781e-05,0.0
-12.925858,-42.239994,automatic content recognition,7.102627969683781e-05,0.0
-7.2810574,-55.992706,3d sound localization,0.00010315687905814881,0.0
-4.4631386,-56.73013,binaural recording,7.102627969683781e-05,0.0
11.341284,13.811656,causal diagram,7.102627969683781e-05,0.0
-45.471115,-64.38411,augmented reality,0.0001658586667452166,0.0
-47.996933,35.093975,reification (linguistics),0.00031413683920345674,0.0
-22.85459,-38.559174,computational photography,4.96539638472923e-05,0.0
60.11787,-64.083626,reconnaissance satellite,0.00026659173337064784,0.0
-12.582605,-83.0836,anaglyph 3d,0.0005484177667857273,0.0
25.591496,-50.690617,affective science,4.96539638472923e-05,0.0
6.5967264,49.543194,mathematical logic,4.96539638472923e-05,0.0
-71.36426,2.3005698,semiconductor device modeling,4.96539638472923e-05,0.0
-70.47441,-30.159607,mantle (api),4.96539638472923e-05,0.0
-70.53228,-25.458862,close to metal,0.00010174635360425652,0.0
50.73273,19.759094,kernel (statistics),5.760932623993925e-05,0.0
89.247375,6.390255,super-resolution imaging,5.760932623993925e-05,0.0
-33.844833,-16.673527,fair data,5.760932623993925e-05,0.0
-2.6874397,-46.781364,machine vision,9.855683310228889e-05,1.0
-1.4484515,7.727474,participatory modeling,5.547083497932862e-05,0.0
11.248206,36.266308,educational data mining,5.547083497932862e-05,0.0
-0.86633134,91.39276,802.3an,5.547083497932862e-05,0.0
-0.5772245,36.3478,decisional balance sheet,8.490355388527438e-05,0.0
44.575886,5.788181,sparse distributed memory,5.547083497932862e-05,0.0
33.874428,67.8572,markov chain approximation method,5.547083497932862e-05,0.0
45.665886,-18.090387,bayesian approaches to brain function,0.00012424452923023562,0.0
40.834446,-3.5721703,receptive field,5.547083497932862e-05,0.0
44.96133,55.494263,recursive economics,0.00028363305423488344,0.0
-83.11588,25.866173,bfloat16 floating-point format,5.0199096274663546e-05,0.0
-81.58501,-27.599096,asymmetric multiprocessing,5.0199096274663546e-05,0.0
-9.303743,14.951604,computer-assisted reviewing,5.0199096274663546e-05,0.0
34.73065,-10.2257805,intelligent control,5.0199096274663546e-05,0.0
41.210796,-61.980034,color constancy,5.0199096274663546e-05,0.0
28.913748,-92.98064,simple eye in invertebrates,5.0199096274663546e-05,0.0
39.94412,-63.92199,theory of colours,0.0001270281922173646,0.0
-29.148546,83.127174,genus (mathematics),5.0199096274663546e-05,0.0
-74.15765,-15.830346,avx-512,9.069070952238697e-05,0.0
48.721825,3.8100455,voronoi diagram,5.0199096274663546e-05,0.0
15.930095,57.93979,rate-distortion function,0.0011582123690589087,0.0
-47.63599,-34.88118,iso 128,0.00014689168868659458,1.0
31.093939,-91.943855,eyelid,0.0021257318792964825,0.0
7.5571427,2.5707636,research question,5.0199096274663546e-05,0.0
-34.39761,-34.86534,cyber-physical system,8.441163871289296e-05,0.0
29.364056,58.706017,variable order bayesian network,0.00017150854901443438,0.0
-69.49016,-26.85574,c++ amp,5.0199096274663546e-05,0.0
25.126673,-73.84917,recovery from blindness,9.73352920678235e-05,0.0
21.126635,-20.34517,mentalization,5.0199096274663546e-05,0.0
-19.578917,-1.8497963,information retrieval,5.0199096274663546e-05,0.0
-15.19915,-6.1634207,preference elicitation,5.0199096274663546e-05,0.0
-4.624167,87.64186,raptor codes,5.0199096274663546e-05,0.0
25.345228,35.301804,carding (police policy),5.0199096274663546e-05,0.0
-40.173134,43.332485,aristotelian logic,5.0199096274663546e-05,0.0
-27.63988,4.8389997,selection-based search,5.660944291887264e-05,0.0
-74.91904,-14.9679365,advanced vector extensions,5.660944291887264e-05,0.0
48.967373,37.27303,nonparametric regression,5.660944291887264e-05,0.0
45.752422,2.829302,image segmentation,5.660944291887264e-05,0.0
18.418505,-47.88037,mental event,5.660944291887264e-05,0.0
51.9918,-15.099635,neural synchronization,5.9368860404701945e-05,0.0
60.412838,3.8626442,applications of deep learning,5.9368860404701945e-05,0.0
-4.706969,87.110115,fountain codes,5.8479305589183265e-05,0.0
-29.028334,8.982437,noisy text,5.8479305589183265e-05,0.0
41.898582,10.704918,k-svd,5.8479305589183265e-05,0.0
-70.02218,-29.061562,vulkan (api),5.8479305589183265e-05,0.0
-26.808113,-76.87455,brain-reading,5.8479305589183265e-05,0.0
27.72147,-25.117695,global workspace theory,5.8479305589183265e-05,0.0
48.869858,39.918827,regularization (mathematics),5.8479305589183265e-05,0.0
-79.898865,-7.2493668,reduced instruction set computing,5.8479305589183265e-05,0.0
-54.96756,21.851034,discrete differential geometry,8.475382057988241e-05,0.0
-47.73934,-42.43407,foreground detection,0.0015151398639578354,0.0
-25.27223,-9.988435,co-occurrence,8.885016064865789e-05,0.0
-81.718834,25.515472,iso/iec 10967,4.758562540610405e-05,0.0
61.646843,9.418109,wiener deconvolution,9.4721821199264e-05,0.0
16.293575,46.46468,all models are wrong,0.0001405651183599862,0.0
-2.898579,6.33074,computer-aided software engineering,4.758562540610405e-05,0.0
28.373434,-30.869953,cognitive linguistics,4.758562540610405e-05,0.0
0.32653198,-13.37601,motor theory of speech perception,7.964905039201594e-05,0.0
-42.378235,58.756226,finitary boolean function,4.758562540610405e-05,0.0
27.26178,22.226694,intelligence analysis management,4.758562540610405e-05,0.0
-14.051676,51.519413,closed timelike curve,5.0041386345360574e-05,0.0
40.901657,1.7400684,feature learning,5.0041386345360574e-05,0.0
-83.31551,-10.757589,cache coherency,5.0041386345360574e-05,0.0
-59.901638,-38.24832,cache language model,5.0041386345360574e-05,0.0
34.2837,10.59006,latent dirichlet allocation,5.0041386345360574e-05,0.0
-34.892708,73.146255,repertory grid,5.0041386345360574e-05,0.0
87.46953,-9.765412,van cittert–zernike theorem,5.0041386345360574e-05,0.0
-9.008808,16.267567,computer-assisted translation,5.847179984362639e-05,0.0
44.605473,39.63756,compressed sensing,6.199620989071175e-05,0.0
-12.669051,48.10855,causal loop diagram,6.199620989071175e-05,0.0
-21.211702,-39.657272,kinect,6.199620989071175e-05,0.0
32.976643,-63.820393,blindsight,6.199620989071175e-05,0.0
4.8934402,-4.1772513,raymond cattell,6.199620989071175e-05,0.0
-37.888153,-16.426275,demand responsive transport,6.199620989071175e-05,0.0
46.7646,-14.9187355,temporal coding,6.199620989071175e-05,0.0
31.38896,-91.18419,tears,6.199620989071175e-05,0.0
-66.83572,-37.260082,intel gma,6.199620989071175e-05,0.0
39.034912,14.274837,expectation–maximization algorithm,7.771192116203019e-05,0.0
47.895664,-15.813915,phase-of-firing code,4.9728789707992435e-05,0.0
24.121899,-19.981962,social intuitionism,4.9728789707992435e-05,0.0
47.453354,-5.8950634,generalizations of the derivative,4.9728789707992435e-05,0.0
-19.082397,20.914686,language exchange,4.9728789707992435e-05,0.0
-43.219196,8.482133,wp:seealso,4.9728789707992435e-05,0.0
-39.162243,-25.591671,mobile robot programming toolkit,7.673947546975424e-05,0.0
-3.0718179,59.53211,gradient boosting,4.9728789707992435e-05,0.0
-5.809934,-67.48364,optic flow,4.9728789707992435e-05,0.0
47.50555,1.8574952,population coding,4.9728789707992435e-05,0.0
53.338398,-61.128937,liquid crystal tunable filter,4.9728789707992435e-05,0.0
61.20732,17.905592,digital room correction,0.0013054890806222974,0.0
59.325256,27.41721,lorentzian function,0.0003198974771671709,0.0
-20.680065,-13.628252,social information processing,4.9728789707992435e-05,0.0
-83.611404,-18.600649,sunway taihulight,4.9728789707992435e-05,0.0
-15.746425,-80.790985,digital image processing,8.385372180030229e-05,0.0
28.473202,-64.724434,apperceptive agnosia,4.9728789707992435e-05,0.0
-56.01838,51.699112,zhegalkin polynomial,4.9728789707992435e-05,0.0
-8.74307,23.827005,speech processing,5.3761592212674423e-05,0.0
-46.91184,44.393612,bertrand russell,5.3761592212674423e-05,0.0
26.194414,67.10218,boltzmann's h-theorem,5.847179984362639e-05,0.0
8.813898,73.50231,spatial anti-aliasing,9.162639974052297e-05,0.0
34.178032,71.39022,euler's method,6.7271754456124e-05,0.0
10.750718,-65.771675,contour rivalry,0.000120090497537155,0.0
-61.430466,15.399368,tessellation (computer graphics),6.7271754456124e-05,0.0
19.741875,-62.843998,semantic satiation,0.00034535795903410226,0.0
-70.96757,1.5502056,transistor models,6.7271754456124e-05,0.0
47.967995,-32.919327,hand-eye coordination,6.7271754456124e-05,0.0
-3.8159578,-1.5266635,technical documentation,0.0008004615010715557,0.0
-78.96317,-20.464563,asynchronous array of simple processors,0.00010428772481056473,0.0
38.153942,-66.32997,rg color space,0.00010120722079984951,0.0
54.247284,72.21575,stable marriage problem,0.00019683532108252273,0.0
35.542904,-47.784737,neuropsychiatry,9.705016312498081e-05,0.0
-47.083466,-17.457315,opennn,6.7271754456124e-05,0.0
5.748339,46.602936,resolution (logic),5.847179984362639e-05,0.0
-14.169238,-85.466736,vr photography,0.00012069368244921672,0.0
23.946598,62.19796,maximum entropy probability distribution,5.799259886166884e-05,0.0
27.19595,-89.345276,eye color,5.799259886166884e-05,0.0
-57.532967,8.88277,boundary element method,5.799259886166884e-05,0.0
-82.30226,26.729109,fp16,5.799259886166884e-05,0.0
-40.56781,-20.019728,open catalogue,5.799259886166884e-05,0.0
-14.808097,15.932345,native-language identification,5.799259886166884e-05,0.0
54.71043,-16.220549,topographical disorientation,5.799259886166884e-05,0.0
-31.468575,16.640596,very high-level programming language,5.799259886166884e-05,0.0
47.513554,-13.87188,independent-spike coding,5.799259886166884e-05,0.0
-35.10564,-14.528411,data publishing,5.799259886166884e-05,0.0
19.283895,21.408495,actuarial present value,8.872829214944165e-05,0.0
29.516663,59.87947,variable-order markov model,5.799259886166884e-05,0.0
0.78881615,2.9272935,anomaly detection,5.799259886166884e-05,0.0
-41.145924,49.222942,operation (mathematics),5.799259886166884e-05,0.0
-25.297977,-18.407387,crowdsourcing,5.799259886166884e-05,0.0
-19.012726,5.468032,text mining,5.799259886166884e-05,0.0
-2.7956688,1.6098609,design rationale,0.00010365645763534098,0.0
20.952684,3.3263655,purposeful omission,4.269167933582413e-05,0.0
-8.032931,-58.321033,human echolocation,7.336713971905766e-05,0.0
-59.08763,-15.14403,cognitive computer,4.269167933582413e-05,0.0
18.422594,-29.719147,simulation theory of empathy,7.417963514169584e-05,0.0
39.94656,-3.7748568,neocognitron,4.269167933582413e-05,0.0
17.776226,17.475325,sequence mining,4.269167933582413e-05,0.0
83.643364,-10.613706,image stabilization,0.00012030497652833304,0.0
-87.78862,19.141474,experimental mathematics,4.269167933582413e-05,0.0
-29.927248,23.481056,comparison of statistical packages,0.00011573513661880286,0.0
13.164316,26.253283,social media measurement,4.269167933582413e-05,0.0
-50.415215,-40.91017,comparison of 3d computer graphics software,4.269167933582413e-05,0.0
16.220617,38.387703,stylometry,0.0010283257037638058,0.0
-17.064697,3.4304426,query expansion,4.269167933582413e-05,0.0
-21.905233,37.40689,semantic compression,8.691405645671655e-05,0.0
-22.156385,36.805035,lexical substitution,4.269167933582413e-05,0.0
-44.16538,47.965324,implicational propositional calculus,9.478406909278835e-05,0.0
-8.654577,25.074615,neurocomputational speech processing,4.269167933582413e-05,0.0
26.06108,21.80213,intelligence assessment,4.269167933582413e-05,0.0
41.214165,1.9487243,representation learning,4.269167933582413e-05,0.0
-21.550562,-62.41569,spatial ability,0.0004941198137397677,0.0
47.207073,-43.59422,nervous system network models,0.00023589632460780627,0.0
-79.95033,-4.768746,complex instruction set computing,4.831583577852435e-05,0.0
-15.610024,-45.119213,indect,0.00015433060776516973,0.0
47.9047,-23.910461,quantitative models of the action potential,4.831583577852435e-05,0.0
-58.590176,43.375916,logic family,0.00015052271202980065,0.0
48.200733,74.08946,gambling mathematics,0.0004028706067114413,0.0
21.451424,-51.869915,social cognition,9.89014321724109e-05,0.0
90.64802,4.879017,photoactivatable probes,0.0003219624661785709,0.0
49.842743,-29.806263,brain,8.732193757133619e-05,1.0
-82.14303,25.727888,half precision,4.831583577852435e-05,0.0
17.013508,-57.72131,principles of grouping,4.831583577852435e-05,0.0
47.883537,-15.160552,neuroelectrodynamics,4.831583577852435e-05,0.0
-60.9525,42.278072,fan-out,0.00035401497474612967,0.0
-50.56724,31.78486,alfred north whitehead,4.831583577852435e-05,0.0
-23.854746,-46.384403,ibm watson health,0.00028230183493202764,0.0
56.492947,19.013212,band-pass filter,4.831583577852435e-05,0.0
2.0047991,-27.689222,stigmergy,0.0002026504217544151,0.0
19.412157,60.443626,info-metrics,0.000359913409842191,0.0
-77.60905,-11.878322,multiprocessor system on a chip,0.00011762772466465256,0.0
11.312509,-84.48446,gaze-contingency paradigm,0.0012510079535645584,0.0
17.195108,-41.43043,consciousness,0.0011662677302209591,0.0
8.976877,-35.822254,cognitive ethology,0.000288380506601934,0.0
-48.996666,-40.798805,comparison of computer-aided design software,0.0004850887574518946,0.0
-47.637383,34.363007,nonfirstorderizability,0.0004925475453875808,0.0
-83.1745,-15.470199,cell,9.757228104060083e-05,0.0
18.682573,-79.03113,behavioral optometry,0.00024076667414289562,0.0
39.096813,22.83044,rc circuit,8.47015146943087e-05,0.0
30.431654,58.78229,semi-markov process,0.00019249845186613873,0.0
-6.3598304,67.54524,jarrow–turnbull model,0.0003211209318094663,0.0
-27.385145,37.7458,combinatory categorial grammar,0.0006712793028035276,0.0
-42.388535,7.880805,wikidata,0.00040383602442783305,0.0
38.9291,22.549726,rlc circuit,0.00030650880330546125,0.0
-42.383373,-71.065094,egocentric vision,0.00020069917653943589,0.0
42.278072,9.795581,sparse dictionary learning,0.00012811077475394288,0.0
-80.32784,-3.307139,one instruction set computer,0.0004946436556889962,0.0
-35.820522,6.338038,semantic search,0.0006731118448991767,0.0
-5.121583,-75.52606,tv tuner card,0.0004310854478334188,0.0
0.63968706,56.001194,leakage (machine learning),0.00025913497107567154,0.0
-83.41093,-9.45036,wait state,0.0007744427220609352,0.0
57.725906,19.752384,high-pass filter,0.00017573508404960777,0.0
-60.383156,39.30664,programmable logic controller,0.0007636194399073887,0.0
25.456566,61.919624,entropy rate,4.921470913125691e-05,0.0
51.481964,23.125114,radial basis function kernel,4.921470913125691e-05,0.0
48.51796,-15.594649,rate coding,0.0004891588565963636,0.0
-55.646683,54.482563,quine–mccluskey algorithm,0.0002038594101289555,0.0
-1.8678671,40.60927,granular computing,0.0018651205167515888,0.0
-18.82448,25.092596,foreign language writing aid,0.0002044185234740958,0.0
27.858715,20.438482,learning cycle,0.00026442435208328215,0.0
-86.754585,21.281834,arbitrary precision,4.921470913125691e-05,0.0
79.83876,14.861264,phase correlation,0.0001340140528335651,0.0
88.1395,-8.702781,fringe visibility,4.921470913125691e-05,0.0
-87.72414,7.029323,memory management,8.451503599836735e-05,0.0
-0.6701375,57.218006,out-of-bag error,6.864607786467228e-05,0.0
47.96824,-25.337215,multielectrode array,4.0886231173139646e-05,0.0
34.01933,-0.5542057,transformer (machine learning model),4.043260423188622e-05,0.0
-14.017307,48.281162,positive feedback,8.89415417700128e-05,0.0
-38.58422,-22.671244,creative commons license,8.659163632366788e-05,0.0
-29.781889,18.0325,cobol,9.301781142328168e-05,0.0
-25.805582,39.990364,lexical functional grammar,0.00026285298833006666,0.0
-3.7988837,59.497005,lightgbm,0.0001356151218690876,0.0
-31.234001,47.6576,fallibilism,5.605261713331263e-05,0.0
34.369087,-29.290905,neurocybernetics,5.548924960200119e-05,0.0
12.909417,32.450085,student engagement,5.548924960200119e-05,0.0
-28.825846,-52.48085,mobile phone accessories,8.905050503896319e-05,0.0
28.72084,5.075482,phraseme,5.548924960200119e-05,0.0
49.680412,-14.574119,correlation coding,6.143035762148288e-05,0.0
20.03386,77.30566,hopfield network,6.143035762148288e-05,0.0
6.842877,-69.27298,chronostasis,6.143035762148288e-05,0.0
83.03565,-10.153999,deblurring,5.911998410573642e-05,0.0
-5.098528,3.3770301,metadata modeling,5.911998410573642e-05,0.0
23.784777,-71.11005,blindness and education,5.911998410573642e-05,0.0
18.639502,40.56931,predictive modelling,5.911998410573642e-05,0.0
-10.666927,-46.785736,computer audition,5.911998410573642e-05,0.0
-47.314915,47.208363,propositional function,5.911998410573642e-05,0.0
-29.428818,23.160921,comparison of deep learning software,5.911998410573642e-05,0.0
10.222599,29.911167,web mining,5.911998410573642e-05,0.0
-20.864973,-62.065487,sense of direction,5.911998410573642e-05,0.0
59.98477,17.66423,filter design,5.911998410573642e-05,0.0
-13.931625,-39.147926,digital signal processing,5.911998410573642e-05,0.0
-31.970003,-2.170012,knowledge extraction,5.911998410573642e-05,0.0
-71.398094,-37.687675,nvidia nvenc,5.911998410573642e-05,0.0
57.967674,23.880836,scale space implementation,5.911998410573642e-05,0.0
62.949383,6.2286124,free deconvolution,5.911998410573642e-05,0.0
47.492565,-65.09356,color balance,5.911998410573642e-05,0.0
47.578655,39.996292,sparse approximation,5.911998410573642e-05,0.0
20.706707,-9.861229,memristor,5.911998410573642e-05,0.0
16.510952,-18.722855,models of scientific inquiry,5.911998410573642e-05,0.0
-71.26335,-32.609932,render output unit,5.911998410573642e-05,0.0
45.719048,-20.730865,connectomics,5.911998410573642e-05,0.0
-71.127785,-42.703415,khronos group,5.911998410573642e-05,0.0
29.04546,59.468216,markov chain monte carlo,5.911998410573642e-05,0.0
0.43345886,-70.13529,induced movement,8.183077756880773e-05,0.0
-38.30847,11.061004,universal networking language,5.911998410573642e-05,0.0
-32.17323,-42.893677,visual odometry,0.0008905935391328553,0.0
-45.771957,-69.61789,narrative clip,9.555320715553189e-05,0.0
18.478712,-50.970974,pattern recognition (psychology),9.983942857357602e-05,0.0
11.978092,-40.759205,mind–body problem,5.911998410573642e-05,0.0
43.833836,18.355219,in situ adaptive tabulation,5.911998410573642e-05,0.0
-73.62144,-29.736362,webcl,5.911998410573642e-05,0.0
-30.211203,-41.21333,cognitive geography,5.911998410573642e-05,0.0
-56.297268,23.338326,cellular automaton,5.911998410573642e-05,0.0
-26.379124,39.56329,deep linguistic processing,5.911998410573642e-05,0.0
1.6634421,24.37371,capacitor,5.911998410573642e-05,0.0
52.9269,-15.963393,phase resetting in neurons,5.911998410573642e-05,0.0
33.667328,-12.649203,scruffies,5.911998410573642e-05,0.0
-83.099846,-5.9666996,amd accelerated processing unit,8.19491954389902e-05,0.0
-10.714553,-39.12357,music and artificial intelligence,5.234463606454577e-05,0.0
-62.79746,11.782099,multidisciplinary design optimization,5.234463606454577e-05,0.0
14.145404,26.694874,social media analytics,0.00011646731057289716,0.0
-43.35307,58.431152,decision tree model,5.539038418401595e-05,0.0
7.899739,-86.41014,mouse-tracking,5.539038418401595e-05,0.0
5.600551,-37.493572,artificial intelligence in fiction,5.539038418401595e-05,0.0
20.770271,54.08838,hellinger distance,5.539038418401595e-05,0.0
24.421963,48.37993,statistical model,5.539038418401595e-05,0.0
-83.13864,-17.549816,adapteva,5.539038418401595e-05,0.0
49.095,19.04262,kernel smoothing,5.539038418401595e-05,0.0
38.91345,-45.569176,cognitive neuropsychiatry,5.539038418401595e-05,0.0
12.562069,-82.93206,fovea centralis,5.184290157510062e-05,0.0
2.2214332,41.08155,analog recording vs. digital recording,5.184290157510062e-05,0.0
-38.19344,61.36387,extension (predicate logic),5.184290157510062e-05,0.0
38.820793,50.695084,nonlinear control,0.00014421016705466183,0.0
-46.401585,-71.16256,microsoft sensecam,5.184290157510062e-05,0.0
9.725224,75.145874,gaussian pyramid,5.184290157510062e-05,0.0
27.593647,-91.20258,eye injury,5.184290157510062e-05,0.0
34.870872,-1.0405625,vision transformer,5.184290157510062e-05,0.0
-26.55906,14.920453,cleartalk,7.982603302913838e-05,0.0
-44.881977,-64.00228,bionic contact lens,8.506482547509515e-05,0.0
48.1672,17.693811,kernel methods,5.184290157510062e-05,0.0
-21.993006,1.7254245,concept mining,8.978931507868469e-05,0.0
-17.996496,25.241907,second language,5.184290157510062e-05,0.0
50.512188,-29.208605,neurophysiology,7.982603302913838e-05,0.0
-6.8285437,-20.749031,collective consciousness,5.184290157510062e-05,0.0
52.106693,77.49479,orphan drug,5.184290157510062e-05,0.0
29.243122,-90.92649,tapetum lucidum,5.511508545683219e-05,0.0
-71.429245,-37.644104,nvidia nvdec,5.511508545683219e-05,0.0
30.378967,-33.13558,embodied embedded cognition,8.309488039772488e-05,0.0
-20.552402,22.658796,social media language learning,5.422483417510643e-05,0.0
-64.00524,41.43036,nand logic,5.422483417510643e-05,0.0
62.10753,4.3457856,reservoir computing,8.299414064592034e-05,0.0
39.9974,-46.136097,capgras delusion,0.000608816265033765,0.0
44.61826,55.716473,hamilton–jacobi–bellman equation,5.422483417510643e-05,0.0
-8.546489,-55.55179,3d sound reconstruction,5.422483417510643e-05,0.0
-88.263855,4.9672747,udma,5.422483417510643e-05,0.0
-45.713314,-69.507805,memoto,5.422483417510643e-05,0.0
34.626072,-11.914729,agent architecture,5.422483417510643e-05,0.0
-12.390851,-12.799033,open-space meeting,5.422483417510643e-05,0.0
-60.754284,44.961338,flip-flop (electronics),5.422483417510643e-05,0.0
-47.57435,55.313778,principia mathematica,5.422483417510643e-05,0.0
86.90426,-13.052789,wavefront,5.422483417510643e-05,0.0
-80.80255,25.582022,single precision,8.922935471968363e-05,0.0
46.727592,15.835173,similarity learning,5.422483417510643e-05,0.0
-48.809166,57.55769,boolean data type,8.688457633390068e-05,0.0
51.335125,49.13776,monte carlo method for photon transport,4.901683968604267e-05,0.0
-51.660183,57.091816,entitative graph,8.156739142624687e-05,0.0
-19.45443,-63.56455,spatial memory,0.00011133981568068474,0.0
17.59354,-45.705326,qualia,4.901683968604267e-05,0.0
-3.517872,3.6642895,design pattern,5.4270341096596627e-05,0.0
-1.7457603,59.429718,adaboost,8.803375257430603e-05,0.0
1.0221484,-68.92732,max wertheimer,5.4270341096596627e-05,0.0
23.924942,30.062733,computational law,5.4270341096596627e-05,0.0
-38.866264,-71.64329,self-experimentation,8.587479901727036e-05,0.0
-56.33341,20.772305,discrete laplace operator,5.4270341096596627e-05,0.0
39.827675,-37.19649,visual processing,5.4270341096596627e-05,0.0
9.037232,74.4337,mipmap,5.4270341096596627e-05,0.0
-22.097511,-39.657696,time-of-flight camera,8.845236214085636e-05,0.0
-47.608734,-20.160568,.net framework,5.1286775963690706e-05,0.0
-39.839687,-49.58217,comparison of photogrammetry software,5.1286775963690706e-05,0.0
27.309725,21.61584,intelligence collection management,8.94344345403887e-05,0.0
51.362675,13.737437,difference of gaussians,5.1286775963690706e-05,0.0
20.264467,13.055045,dimension reduction,5.1286775963690706e-05,0.0
27.146091,-30.159595,cognitive grammar,5.1286775963690706e-05,0.0
-82.84974,-11.785049,scratchpad ram,5.1286775963690706e-05,0.0
-18.357426,22.914967,duolingo,7.618856884276628e-05,0.0
16.379524,-60.503094,graz school,5.1286775963690706e-05,0.0
-26.282248,37.05128,discourse representation theory,5.1286775963690706e-05,0.0
-46.04738,-70.461235,gordon bell,7.433747277120492e-05,0.0
34.047256,11.013957,probabilistic latent semantic analysis,4.998060161850918e-05,0.0
-85.555374,19.51807,computable number,7.496547152224508e-05,0.0
29.791193,-71.442825,iss flare,4.998060161850918e-05,0.0
-46.20776,-71.34257,dymaxion chronofile,4.998060161850918e-05,0.0
-38.111782,21.789293,wolfram alpha,4.998060161850918e-05,0.0
56.121445,-62.812595,normalized difference vegetation index,4.998060161850918e-05,0.0
16.272696,14.544693,structured data analysis (statistics),7.433747277120492e-05,0.0
21.788866,4.297772,case-based reasoning,7.433747277120492e-05,0.0
10.081807,-82.588196,eye movement in music reading,4.998060161850918e-05,0.0
-10.312981,-15.85596,swarm intelligence,4.998060161850918e-05,0.0
-70.70857,-25.895569,brookgpu,5.390638308390007e-05,0.0
-15.255232,-38.145893,speech coding,6.0523715695206526e-05,0.0
-29.720621,23.016882,comparison of numerical-analysis software,6.0523715695206526e-05,0.0
30.373768,-90.78379,nictitating membrane,6.0523715695206526e-05,0.0
21.558432,-58.333702,amodal perception,5.484622463619892e-05,0.0
88.73128,-7.7964215,spatial frequency,5.484622463619892e-05,0.0
34.25178,-29.344112,biological cybernetics,5.484622463619892e-05,0.0
47.134254,17.059114,kernel machines,8.974897283600145e-05,0.0
57.417614,23.931904,scale-invariant feature transform,5.484622463619892e-05,0.0
14.032647,-34.84182,the mind of an ape,8.928523113254683e-05,0.0
41.25712,-35.910404,feature integration theory,4.882867003080006e-05,0.0
31.284264,7.6879296,word embedding,4.882867003080006e-05,0.0
-68.21062,-3.0136628,electromagnetic field solver,7.759797650161397e-05,0.0
-1.0426793,-11.87121,origin of speech,5.187668798519585e-05,0.0
68.016685,27.459665,dirichlet convolution,8.201912702995748e-05,0.0
25.427166,-75.73774,least distance of distinct vision,5.187668798519585e-05,0.0
51.570274,48.93696,convolution for optical broad-beam responses in scattering media,5.187668798519585e-05,0.0
-60.525555,9.609417,direct stiffness method,8.668823223984298e-05,0.0
16.480858,-76.57415,visual looming syndrome,5.187668798519585e-05,0.0
-43.22745,46.12559,frege's propositional calculus,0.0003542635194945772,0.0
-77.88825,-6.8230042,computer architecture,5.187668798519585e-05,0.0
22.455229,5.183361,similarity heuristic,6.267939741766863e-05,0.0
29.09437,-51.316963,comparative neuropsychology,6.267939741766863e-05,0.0
37.060772,-70.63356,the dress (viral phenomenon),6.267939741766863e-05,0.0
-1.7802407,39.949913,dominance-based rough set approach,6.267939741766863e-05,0.0
37.178368,-70.38248,the dress,6.267939741766863e-05,0.0
62.585815,5.1608977,random projection,6.267939741766863e-05,0.0
37.42609,-44.793407,clinical neuropsychology,6.267939741766863e-05,0.0
-83.12008,-18.012724,sw26010,6.267939741766863e-05,0.0
20.202515,54.454815,kullback–leibler divergence,6.267939741766863e-05,0.0
10.68703,4.2989917,wicked problem,6.267939741766863e-05,0.0
