X,Y,Z,item,pagerank,chosen
8.88232,-17.45616,14.665687,time crystal,0.0001513966514705426,0.0
17.98645,-11.868898,-0.7055184,poisson process,9.760594965720595e-05,0.0
8.60008,0.60028356,-14.006832,smoothing,4.826878618058825e-05,0.0
-18.80397,-2.0847678,5.8110924,evolutionary epistemology,4.826878618058825e-05,0.0
-3.312126,-1.2839907,12.157923,pdca,4.826878618058825e-05,0.0
4.7724094,6.1365347,-23.59108,slit-scan photography,4.826878618058825e-05,0.0
-3.0923948,12.451936,-14.621471,model-based definition,4.826878618058825e-05,0.0
15.8124275,-11.998153,-0.62011874,piecewise-deterministic markov process,4.826878618058825e-05,0.0
-3.9622724,15.076569,19.67496,c++,4.826878618058825e-05,0.0
23.97916,-13.915842,3.6742167,graphical model,0.0001789149084561029,0.0
11.729302,1.4981931,-7.4258175,multi-scale approaches,5.1084619922943316e-05,0.0
19.560104,-6.2099776,-11.502679,finite difference methods for option pricing,5.1084619922943316e-05,1.0
19.249329,2.3169959,17.793495,cmos,5.1084619922943316e-05,0.0
-13.860188,6.886798,20.410185,babbel,5.693391829214331e-05,0.0
12.893922,6.9774423,20.682928,emil leon post,5.693391829214331e-05,0.0
17.404814,-8.51197,8.602235,multinomial probit,5.693391829214331e-05,0.0
3.3073404,-19.613901,3.7224252,systemography,5.693391829214331e-05,0.0
19.701374,0.1182795,15.437468,logic level,5.693391829214331e-05,0.0
9.140939,-3.830834,-5.6627975,polynomial kernel,5.1834902451656866e-05,0.0
17.130087,12.259888,10.4562,viterbi algorithm,5.1834902451656866e-05,0.0
-18.75598,-10.812153,-16.802052,dissociated vertical deviation,0.00011814968423961383,0.0
-25.926874,6.5977297,-8.974576,personal science,5.1834902451656866e-05,0.0
12.804215,3.895942,11.76224,boolean differential calculus,5.1834902451656866e-05,0.0
-10.36675,-9.105939,2.710161,ideasthesia,8.420307561311491e-05,0.0
16.037334,-11.733006,-11.16766,convolution theorem,5.1834902451656866e-05,0.0
13.366689,1.752386,-7.474789,jpeg 2000,5.1834902451656866e-05,0.0
-13.734246,-10.438043,-8.53332,emmert's law,5.1834902451656866e-05,0.0
7.720146,-19.046448,-2.8536732,monte carlo methods for electron transport,5.1834902451656866e-05,0.0
21.420624,4.838971,11.313798,circuit complexity,5.1834902451656866e-05,0.0
-12.41467,8.969593,11.766489,morphology (linguistics),5.1834902451656866e-05,0.0
15.836147,14.958309,7.6012254,tornado code,5.1834902451656866e-05,0.0
13.164777,-13.806523,-0.7633326,switching amplifier,5.969932370454917e-05,0.0
14.503369,-10.429495,-0.08605493,"behavior tree (artificial intelligence, robotics and control)",0.00021571410070799656,0.0
8.618779,-6.3980355,16.483414,quantum logic,7.689905509931446e-05,0.0
21.63493,-2.9350488,-6.4422097,structural analysis,4.540790961854415e-05,0.0
-15.44672,-1.7173508,-1.3771938,bioinformatics,4.540790961854415e-05,0.0
-0.4471247,2.402926,24.146698,minimal recursion semantics,4.540790961854415e-05,0.0
19.994888,-1.6647583,4.194374,xgboost,0.0008996726206362104,0.0
15.231615,-12.050817,0.12206364,hybrid automaton,0.000115643707357849,0.0
-17.105785,-8.060149,1.5410981,behavioral genetics,0.00012870201932902147,0.0
15.112765,-18.118975,5.211456,stochastic control,7.261628392913759e-05,0.0
4.1571217,2.280887,-17.691116,multidimensional discrete convolution,7.261628392913759e-05,0.0
11.239416,0.7144721,-16.11888,unsharp masking,7.212924098978947e-05,0.0
9.177055,1.6433672,-13.261488,sallen–key topology,4.395308062001379e-05,0.0
-5.4717803,10.588241,7.4407234,record linkage,4.395308062001379e-05,0.0
10.557826,6.700736,21.929949,extension by definitions,5.0334871445193536e-05,0.0
1.4809715,-8.352234,6.205501,organizational structure,5.0334871445193536e-05,0.0
-10.7578125,-11.845834,-13.9298935,entoptic phenomenon,4.640973468389721e-05,0.0
6.182318,-11.733247,2.5021768,perceptual control theory,4.640973468389721e-05,0.0
-21.225227,-8.871022,-7.960486,attention,4.9272666353281105e-05,0.0
19.680265,2.128416,-14.785141,uniform theory of diffraction,8.076062215915282e-05,0.0
27.188387,6.5203233,-2.1089368,q (number format),4.9272666353281105e-05,0.0
-0.27588585,-1.113899,24.126682,categorical perception,4.9272666353281105e-05,0.0
10.083865,10.794002,-1.9627591,robotics,4.9272666353281105e-05,0.0
-15.626859,-6.87786,9.4516325,action-specific perception,5.766636181606073e-05,0.0
-6.0094647,5.9003043,17.184765,onomastics,5.766636181606073e-05,0.0
14.709215,-8.828504,12.668551,confirmation bias,5.766636181606073e-05,0.0
2.2714813,-8.744688,17.733128,legal realism,5.766636181606073e-05,0.0
-4.9771433,6.9513297,-7.355287,speaker recognition,5.766636181606073e-05,0.0
12.3786125,7.253544,-5.332245,analog computer,5.766636181606073e-05,0.0
-8.822826,-3.3448339,8.345086,lida (cognitive architecture),5.766636181606073e-05,0.0
-5.3697586,4.6041465,-19.755083,stereophotogrammetry,5.766636181606073e-05,0.0
1.5888683,4.5624456,-1.6667607,determining the number of clusters in a data set,5.766636181606073e-05,0.0
17.654436,-0.39307335,14.0690365,four-valued logic,5.766636181606073e-05,0.0
8.339166,-1.0272437,-22.697136,nonlinear optics,5.766636181606073e-05,0.0
11.23544,-0.13318454,22.120995,ludwig wittgenstein,5.766636181606073e-05,0.0
12.30744,16.95499,10.625336,expander graph,5.766636181606073e-05,0.0
-0.39551604,-3.8046386,8.575433,duck test,4.875930417168538e-05,0.0
19.869997,-5.581684,-11.74319,upwind differencing scheme for convection,5.0334871445193536e-05,0.0
7.21102,2.1661172,8.952784,type-2 fuzzy sets and systems,5.0334871445193536e-05,0.0
5.307655,-11.686516,-8.90304,liquid-state machine,5.011780267442474e-05,0.0
-4.402088,13.16687,-13.999021,x3d,5.011780267442474e-05,0.0
-10.935909,-11.521999,-11.284467,law of triviality,7.847173331448534e-05,0.0
5.948031,-5.01557,-17.799723,mellin transform,5.011780267442474e-05,0.0
18.265274,16.10926,9.003218,spectral efficiency comparison table,4.528598443269726e-05,0.0
6.7646394,22.417866,-9.972903,sse3,7.62883056020337e-05,0.0
-7.783456,-15.699301,-2.7515697,neural engineering,5.076621331738353e-05,0.0
-0.750003,20.645744,-15.809349,gpu virtualization,5.076621331738353e-05,0.0
-9.571933,0.67394525,22.391321,proto-language,5.076621331738353e-05,0.0
-2.894701,14.196585,17.583227,fourth-generation programming language,5.076621331738353e-05,0.0
7.2191796,-11.032467,-10.428498,random matrix,5.076621331738353e-05,0.0
0.77111787,-19.247267,15.529887,ontology (computer science),5.076621331738353e-05,0.0
-12.258872,9.790112,7.4251676,compound-term processing,5.076621331738353e-05,0.0
-3.9812398,-9.933572,-9.787173,head direction cells,5.076621331738353e-05,0.0
-9.514018,-8.964158,6.0172634,problem of other minds,5.076621331738353e-05,0.0
-1.490989,21.901249,4.33302,crime analysis,5.076621331738353e-05,0.0
-10.671473,-11.301281,9.3467245,cephalopod intelligence,4.909803987297124e-05,0.0
-4.153137,5.014701,-20.540106,semi-global matching,4.909803987297124e-05,0.0
4.813541,6.059007,-23.246313,cinerama,7.797846777040786e-05,0.0
9.0517645,-11.275532,-3.0609229,engineering optimization,7.115052688044083e-05,0.0
7.074053,22.33496,-4.6143136,microprocessor,7.115052688044083e-05,0.0
12.199458,-5.09425,-14.85969,transient response,7.115052688044083e-05,0.0
-10.54373,-10.917894,15.332192,schema (psychology),4.989153764743936e-05,0.0
-2.6431704,-4.7506022,13.047251,common sense,5.146997311248022e-05,0.0
2.5493248,19.395546,0.79554373,bayesian inference,5.146997311248022e-05,0.0
3.1014504,15.552982,17.495455,q methodology,5.537590923027456e-05,0.0
-5.170132,-8.664973,-22.708904,multispectral pattern recognition,0.0008508101569805361,0.0
10.589406,-1.0626158,-19.980398,blind deconvolution,0.0003896130848874887,0.0
-5.5175686,6.8961754,-6.0949545,automatic language translator,9.127039628686849e-05,0.0
-17.17618,-14.564373,-10.580296,philosophical theory,5.08179078697436e-05,0.0
-6.1929197,13.454586,17.030418,transcript (programming language),0.00037217709032836947,0.0
5.0771003,-11.812277,-8.8281355,recurrent neural network,0.0002606318402852881,0.0
-7.316209,-19.816467,-3.5896046,sense,0.0004674278630521067,0.0
16.44637,-12.628238,-9.421358,padé approximant,0.00032751247963556,0.0
-0.12885493,1.8145987,8.687381,deliberation,0.00018826243372567709,0.0
12.661892,6.9999375,20.7217,arithmetical hierarchy,5.08179078697436e-05,0.0
7.0670977,-4.4009,-21.776794,degree of coherence,0.0003660092095375289,0.0
3.2749512,4.285992,-11.037073,differentiable function,0.00023701303710591405,0.0
-7.8420897,3.5449035,-12.49716,facial recognition system,0.00034050667677219554,0.0
-17.893627,17.752571,0.59937423,transparency (behavior),5.913105643559365e-05,0.0
6.2171984,11.432411,21.669264,multi-agent system,5.913105643559365e-05,0.0
-7.7911253,-0.8181431,-16.474293,human bycatch,5.913105643559365e-05,0.0
-8.806057,11.103623,8.506408,darpa tipster program,5.913105643559365e-05,0.0
-7.3752747,-12.499472,-17.43791,white point,5.913105643559365e-05,0.0
-10.193186,-9.614744,2.9059825,introspection,5.7975852903106187e-05,0.0
19.795315,17.408426,5.9396825,digital video broadcasting,5.7975852903106187e-05,0.0
-15.443905,-16.90825,8.746105,psychological mindedness,5.7975852903106187e-05,0.0
20.919207,10.22873,2.2627623,integer (computer science),6.274333293644e-05,0.0
-0.340947,3.511492,-1.7530923,nearest neighbor search,6.274333293644e-05,0.0
8.147938,1.40665,20.459764,equational logic,6.274333293644e-05,0.0
-4.983885,3.6037717,-10.70903,search by sound,6.274333293644e-05,0.0
-3.7744415,2.1810327,-11.197632,sound recognition,6.274333293644e-05,0.0
-7.534854,-12.884468,-15.023979,color management,6.274333293644e-05,0.0
20.201166,-3.4219766,3.407988,alternating decision tree,5.7730855744843074e-05,0.0
15.571707,3.184188,-18.285221,telescope,5.7730855744843074e-05,0.0
-16.930977,-16.42805,-10.201631,satellite flare,5.7229843548571845e-05,0.0
-0.85879433,9.992674,-17.426043,"comparison of cad, cam, and cae file viewers",5.7229843548571845e-05,0.0
9.57073,-5.323045,20.871628,bayesian probability,5.7229843548571845e-05,0.0
8.296387,13.571458,-2.4252434,software development,5.7229843548571845e-05,0.0
17.255438,17.668377,-2.6901631,serial ata,0.00010409734036496412,0.0
-17.24059,-14.094846,-8.685596,associative visual agnosia,6.686052796259901e-05,0.0
-19.086594,-13.563851,-14.761496,amblyopia,0.0005095679917582657,0.0
-19.754612,-12.152002,-15.769435,strabismus,0.0002345597258662171,0.0
21.806412,-3.9989774,-13.195422,time scale calculus,6.686052796259901e-05,0.0
-3.6294012,14.391658,9.274261,apache nutch,6.686052796259901e-05,0.0
3.5366223,-12.548251,1.4682465,minor loop feedback,6.686052796259901e-05,0.0
-9.273353,0.82285786,22.721125,historical linguistics,6.686052796259901e-05,0.0
-8.621656,-13.75476,-10.968696,primary color,6.686052796259901e-05,0.0
-14.467552,-7.5783253,-18.667906,motion camouflage,9.505032979272242e-05,0.0
3.8153968,-1.160195,7.502791,belief structure,6.686052796259901e-05,0.0
12.787495,-17.877106,0.8061524,bellman equation,6.686052796259901e-05,0.0
7.2918587,-1.7803249,-23.103024,william happer,6.239044701200889e-05,0.0
-19.25558,3.846285,-6.685412,rhizome (philosophy),6.239044701200889e-05,0.0
-0.6462685,24.52138,-9.264901,advanced micro devices,6.239044701200889e-05,0.0
18.857668,2.511518,17.959303,nor logic,6.239044701200889e-05,0.0
-13.994644,-2.1177528,-10.989192,pulfrich effect,5.744754993678077e-05,0.0
-10.143143,3.7156124,2.3222198,zellig harris,5.744754993678077e-05,0.0
9.214753,5.003673,21.830193,löwenheim number,5.744754993678077e-05,0.0
-6.821124,0.11899208,22.0315,quantitative linguistics,5.744754993678077e-05,0.0
-14.06804,-15.490326,1.8724467,pareidolia,5.744754993678077e-05,0.0
14.760483,-10.6909275,-0.055190098,"behavior trees (artificial intelligence, robotics and control)",5.744754993678077e-05,0.0
-7.0190434,6.878481,-5.6992693,voicexml,0.00011797862563429028,0.0
10.50425,19.96954,-16.490273,computer multitasking,5.476017688834643e-05,0.0
13.1879635,-13.797133,-0.70703703,pulse-width modulation,5.476017688834643e-05,0.0
11.218342,5.901608,-11.58228,rl circuit,5.476017688834643e-05,0.0
23.629848,-9.044252,-1.4621319,information theory and measure theory,5.476017688834643e-05,0.0
3.9861882,15.651435,17.031336,tree (data structure),5.476017688834643e-05,0.0
4.4708924,-21.217325,1.8404702,computational complexity theory,5.476017688834643e-05,0.0
2.2353303,11.198428,2.9931417,statistics,6.452684422327095e-05,0.0
14.491807,3.0184748,16.147749,propositional logic,6.452684422327095e-05,0.0
-18.866604,-15.582464,-15.043288,world blind union,6.452684422327095e-05,0.0
10.595035,-1.8516012,-12.917674,infinite impulse response,6.452684422327095e-05,0.0
-5.086939,-2.4473968,-6.676082,hyperreality,6.452684422327095e-05,0.0
-16.011057,-13.487579,-19.339407,eyeglass prescription,6.452684422327095e-05,0.0
0.2856197,20.566767,-13.692308,software rendering,6.452684422327095e-05,0.0
20.182486,-3.290076,2.705687,cascading classifiers,6.452684422327095e-05,0.0
-4.7746296,-5.3007865,-2.452971,adaline,6.452684422327095e-05,0.0
-16.271828,9.470349,-15.2360325,gps watch,6.452684422327095e-05,0.0
2.1173048,-8.793525,17.624802,truth-value link realism,6.452684422327095e-05,0.0
6.466802,-3.2245643,13.703702,logic,6.452684422327095e-05,0.0
-3.1032908,-7.2369895,18.01955,internal realism,6.452684422327095e-05,0.0
0.9310332,0.8139941,8.716169,creative problem solving,6.452684422327095e-05,0.0
12.394679,16.944155,10.58005,expander code,6.452684422327095e-05,0.0
2.9510071,14.232922,20.31787,semantic technology,7.272970091459099e-05,0.0
-1.309197,24.163317,-10.560005,intel clear video,4.453405024774312e-05,0.0
20.407936,17.888758,6.2943997,dvb-t,4.453405024774312e-05,0.0
-11.266558,-9.179186,9.230688,spindle neuron,7.536060835036497e-05,0.0
1.2155803,2.1330893,3.7386103,causal map,5.488531108277518e-05,0.0
8.104929,11.525544,9.323463,planarization,5.488531108277518e-05,0.0
19.237858,-4.26954,6.233102,logistic model tree,5.488531108277518e-05,0.0
4.3331394,3.1874378,-7.636036,corner detection,5.488531108277518e-05,0.0
20.168676,-3.3823242,3.2506275,brownboost,9.405193197115646e-05,0.0
6.728848,-0.53358793,-25.177763,visual angle,5.488531108277518e-05,0.0
-1.7967211,0.5171592,11.957659,problem statement,5.488531108277518e-05,0.0
21.499254,-11.683918,-6.4832134,numerical methods for ordinary differential equations,5.488531108277518e-05,0.0
21.107811,-11.238308,-8.145381,gradient descent,5.488531108277518e-05,0.0
-14.263804,-2.088938,-11.895173,illusory motion,5.488531108277518e-05,0.0
16.79964,10.34624,10.1615505,coding theory,5.488531108277518e-05,0.0
-4.393206,-6.309301,-24.297205,aerial photography,5.488531108277518e-05,0.0
-3.270915,-14.386511,-6.883477,action potential,5.488531108277518e-05,0.0
-20.13722,-7.8666234,-1.2279721,emotion,5.488531108277518e-05,0.0
-4.655193,-15.040624,2.5361512,theory of justification,5.488531108277518e-05,0.0
1.711864,15.711333,17.765968,computer-assisted qualitative data analysis software,0.00015690099370918332,0.0
-2.1776438,-1.6058844,13.302143,morphological analysis (problem-solving),0.00020670883913878705,0.0
-12.568137,0.90879714,21.547964,evolutionary psychology of language,9.588651632139435e-05,0.0
2.1499968,-6.661749,-6.487283,linde–buzo–gray algorithm,9.588651632139435e-05,0.0
-7.6465235,-14.075153,-12.250574,complementary colors,0.00030970920246619965,0.0
-19.431648,4.1770873,-6.925326,spider mapping,0.00039523052479885134,0.0
25.00755,5.903876,-3.8004174,gal's accurate tables,0.0004546048780926786,0.0
9.444391,13.2350235,-8.683805,platform-based design,0.00040346847940061906,0.0
6.3767924,2.1501238,19.853706,boolean algebra topics,0.0002665098857822966,0.0
-9.4147835,-5.9918113,4.0588856,holonomic brain theory,0.0003503672133619479,0.0
-6.8042336,-3.2600007,-15.187102,perceptual-based 3d sound localization,0.00025592003305426015,0.0
-7.6778054,6.051771,3.7859838,explicit semantic analysis,0.00013613788491989757,0.0
-16.691025,8.142062,-12.356521,open-source computing hardware,4.7806788313479757e-05,0.0
-20.860655,-7.7182136,-13.939896,screen reading,0.0001839119891938177,0.0
2.2433794,-4.7418556,-3.405174,singular value decomposition,0.00012689588139842972,0.0
12.676083,3.8252358,12.343392,binary number,0.0006365147272650838,0.0
0.03992139,22.723703,-9.109698,pascal (microarchitecture),0.00037819307637091244,0.0
4.929951,-12.718684,3.0240114,krener's theorem,0.000563325226494054,0.0
-12.674678,16.079742,-7.347888,webots,0.0003210929132672588,0.0
11.629297,-1.8873893,5.1760006,statistical inference,0.00013599270512940626,0.0
-7.042596,0.3633429,22.177221,quantitative comparative linguistics,4.853368910710653e-05,0.0
-14.246791,-6.2757907,-18.00775,continuity equation,4.853368910710653e-05,0.0
11.868764,20.226274,-7.154823,consistency model,0.0001366952717361575,0.0
-6.629686,20.238092,-6.9357085,cviptools,0.00035916790554904935,0.0
-4.512774,-13.777718,-5.556012,electrophysiology,0.00025922456040878937,0.0
20.896532,5.8225117,11.576336,gate underutilization,9.700416810794001e-05,0.0
-20.795004,-9.318251,-3.6793268,music therapy,0.0004189532529107323,0.0
-28.338434,6.181907,-6.601317,technological singularity,4.710104767043346e-05,0.0
-1.4928081,-0.23115894,12.732445,divergent thinking,0.00011809943081503695,0.0
-0.38089254,-9.002608,5.348101,behavior-based robotics,0.00010738492650481402,0.0
-7.3464437,12.806748,-11.545998,cloud manufacturing,0.00019766904829618195,0.0
21.651602,-2.9322858,-6.435098,flexibility method,8.762333906382964e-05,0.0
-7.077339,-0.27041414,-5.5375137,digital art,0.00016936746135468852,0.0
-4.7214794,3.8101773,-9.929036,parsons code,5.9419978013156e-05,0.0
1.3437797,15.777905,17.79644,comparison of survey software,5.9419978013156e-05,0.0
-7.5598183,15.468796,-11.033439,computer numeric control,5.9419978013156e-05,0.0
-4.336762,12.077349,-7.8352995,light stage,5.9419978013156e-05,0.0
18.807426,-12.978187,4.863178,maximal entropy random walk,5.9419978013156e-05,0.0
-3.7298634,-15.369547,15.504189,neuroeconomics,5.9419978013156e-05,0.0
13.838297,2.9503074,-4.959727,sampling (signal processing),5.9419978013156e-05,0.0
2.929668,8.977519,23.297035,cyc,5.9419978013156e-05,0.0
8.157407,8.251566,25.071377,relational database,5.9419978013156e-05,0.0
-11.591792,20.097776,-5.2262383,open publishing,5.9419978013156e-05,0.0
-6.8653183,-11.571018,6.7621036,functionalism (philosophy of mind),5.9419978013156e-05,0.0
-1.8910842,-1.3163,13.348423,brainstorming,5.9419978013156e-05,0.0
-11.041055,-16.029737,-8.202894,cortical blindness,5.9419978013156e-05,0.0
-12.026869,-0.0797824,6.9852405,hierarchical temporal memory,5.9419978013156e-05,0.0
19.423079,-13.588384,3.6856422,markov information source,5.9419978013156e-05,0.0
20.460474,-14.26917,1.9988562,markov chain mixing time,5.9419978013156e-05,0.0
3.2767005,22.211498,-19.396791,webgpu,5.9419978013156e-05,0.0
14.222062,-8.337809,18.454424,morton's fork,5.9419978013156e-05,0.0
13.098908,3.068626,2.121757,channel capacity,9.0427943884078e-05,0.0
-19.367556,-15.583551,-15.259359,visual impairment due to intracranial pressure,0.00010793573032769992,0.0
8.810328,2.4248433,0.6060413,source coding,5.9419978013156e-05,0.0
-8.970346,14.9492,3.4847379,digital curation,5.9419978013156e-05,0.0
-13.236591,19.843222,0.07158122,international open data day,6.341532086445363e-05,0.0
1.2326572,19.664846,0.78890824,computational criminology,6.341532086445363e-05,0.0
-4.9432373,10.302762,8.692038,ontology learning,6.341532086445363e-05,0.0
2.4177275,15.019444,-15.851196,comparison of software for molecular mechanics modeling,6.341532086445363e-05,0.0
10.443174,-4.63701,19.743904,supervaluationism,6.341532086445363e-05,0.0
-0.16472776,0.71920156,23.87385,syntax,6.341532086445363e-05,0.0
5.412229,-3.803276,2.3998983,all-source intelligence,6.341532086445363e-05,0.0
17.429302,-3.7500792,20.012909,drinker paradox,6.341532086445363e-05,0.0
1.4247534,0.8274638,-24.927675,volumetric printing,6.341532086445363e-05,0.0
-13.957508,-8.749749,-8.353425,gravity hill,6.341532086445363e-05,0.0
0.25090995,1.6056808,24.703096,relational grammar,6.341532086445363e-05,0.0
6.5172973,-13.448518,-16.36797,correlation function,6.341532086445363e-05,0.0
14.130137,-5.0218782,-1.191118,feature selection,6.341532086445363e-05,0.0
-6.872452,3.5521598,-19.340288,autostereoscopy,6.341532086445363e-05,0.0
9.41351,8.983924,24.557922,relation (mathematics),6.341532086445363e-05,0.0
4.573197,-12.952419,1.9763911,root locus,6.341532086445363e-05,0.0
-3.4473076,-1.4985307,-14.732776,openal,6.341532086445363e-05,0.0
11.296341,-9.092179,-12.245381,hankel matrix,6.341532086445363e-05,0.0
6.715248,-0.5140503,-25.208601,angular diameter distance,6.341532086445363e-05,0.0
-15.5681,-8.783041,-7.5296025,triquetra,6.341532086445363e-05,0.0
6.4685407,-7.4717007,-18.17252,bispectrum,4.379787947668046e-05,0.0
9.761655,-19.581047,0.19563463,predictive learning,0.00010406653273310865,0.0
-24.384153,9.371722,-10.281709,helmet camera,4.574808908132616e-05,0.0
0.53150415,-9.420243,2.882738,action selection,4.574808908132616e-05,0.0
12.754078,3.9605885,12.114999,intuitionistic logic,4.574808908132616e-05,0.0
-12.843579,-12.471462,-1.1009344,theory of indispensable attributes,0.0001069938180846833,0.0
-4.0823536,0.880644,13.94921,decision conferencing,4.574808908132616e-05,0.0
19.531607,-6.3481774,-11.437735,infinite difference method,4.574808908132616e-05,0.0
11.304593,-0.6697132,-0.96938664,self-information,0.00010406653273310865,0.0
-15.184008,6.960488,19.30539,virtual exchange,4.574808908132616e-05,0.0
21.092045,-11.266162,-2.272769,fermi's golden rule,4.574808908132616e-05,0.0
-0.5570059,-19.086948,-2.6197512,journal of artificial societies and social simulation,5.879595077721844e-05,0.0
8.951085,20.112701,-15.8757105,partitioned global address space,5.879595077721844e-05,0.0
-0.0742648,9.216914,11.338374,change detection,5.879595077721844e-05,0.0
4.665032,5.8760576,-23.532082,hemispherical photography,5.879595077721844e-05,0.0
15.427739,7.393483,-17.637257,physical neural network,8.758653438275443e-05,0.0
4.7733097,6.2229733,-23.622314,panoramic tripod head,5.879595077721844e-05,0.0
-4.5007825,-4.147735,0.87907773,neuromorphic engineering,5.879595077721844e-05,0.0
2.7688892,14.548478,-16.475628,gpu cluster,5.879595077721844e-05,0.0
-9.345857,10.333145,2.796324,text corpus,5.478528290680647e-05,0.0
6.605636,9.049189,4.478703,dimensionality reduction,5.478528290680647e-05,0.0
4.971039,6.107983,-23.407997,anamorphic format,5.478528290680647e-05,0.0
7.3516407,1.6795667,20.217176,jean buridan,5.478528290680647e-05,0.0
-1.7487894,-1.6113932,11.978938,abductive reasoning,5.478528290680647e-05,0.0
-5.671091,-10.615083,-18.982544,metamerism (color),8.53626072221969e-05,0.0
-4.874017,10.727182,-7.362199,laser dynamic range imager,7.676428613895854e-05,0.0
4.8941193,-12.117142,2.0976765,state space representation,5.9728149615690965e-05,0.0
2.8287282,9.949358,-7.423747,symbolic integration,5.9728149615690965e-05,0.0
3.3860126,13.538638,20.015675,alphabet of human thought,5.9728149615690965e-05,0.0
10.532749,-4.6865225,20.598703,paradox,5.1030162336948006e-05,0.0
-7.8877726,-18.556215,-21.659285,emission theory (vision),5.7350485283387854e-05,0.0
-11.218074,-15.940828,-14.700925,pentachromacy,5.7350485283387854e-05,0.0
4.499026,20.599371,-11.552408,nvidia tesla,5.7350485283387854e-05,0.0
-5.5325813,22.486639,-8.826024,microsoft,5.7350485283387854e-05,0.0
-7.0867558,3.6838653,-12.143275,video content analysis,5.7350485283387854e-05,0.0
-16.695686,9.673447,-15.026533,e-textiles,5.7350485283387854e-05,0.0
-4.17588,12.560759,-8.106113,gesture recognition,5.7350485283387854e-05,0.0
-17.744724,-10.225496,2.0052261,behavioral neurology,5.889706881279733e-05,0.0
8.04393,-15.00091,7.0818825,system identification,4.7199849233530984e-05,0.0
-1.8032953,-0.34213486,12.72315,innovation,4.7199849233530984e-05,0.0
3.8950298,-12.268602,2.11554,bond graph,4.7199849233530984e-05,0.0
-15.36438,20.111456,0.96587104,open access,4.7199849233530984e-05,0.0
19.923796,-2.2322872,-4.380437,imprecise probability,4.7199849233530984e-05,0.0
-19.539204,-12.534277,-6.373153,auditory processing disorder,7.683894473723465e-05,0.0
22.666012,2.711926,10.501246,quantum circuit,0.00011781761570068949,0.0
-17.448458,10.59859,-13.126287,head-up display,4.7199849233530984e-05,0.0
23.64227,-0.07410196,9.958423,counterfactual definiteness,4.7199849233530984e-05,0.0
6.9040885,22.473413,-9.889605,streaming simd extensions,4.7199849233530984e-05,0.0
-4.7936854,-11.722118,19.749224,sociology of knowledge,4.7199849233530984e-05,0.0
1.8940489,-7.027221,-6.6414886,centroidal voronoi tessellation,4.7199849233530984e-05,0.0
6.716267,-0.53545845,-25.1171,visual acuity,4.7199849233530984e-05,0.0
-0.63617086,24.231134,0.3013366,thoughtcrime,4.7199849233530984e-05,0.0
-4.3704424,-4.616195,-25.019205,virtual globe,4.7199849233530984e-05,0.0
-8.10954,-8.653024,-7.0812845,auditory system,4.7199849233530984e-05,0.0
4.261061,-3.584571,21.576464,defeasible reasoning,6.99610657499382e-05,0.0
19.368013,-6.1285777,-11.540066,lax–richtmyer theorem,4.901450996675162e-05,0.0
11.565411,-4.4258885,-14.345757,bode plot,4.901450996675162e-05,0.0
-3.7406857,-16.481289,3.4391062,solipsism,7.869448966308193e-05,0.0
-7.612138,5.2381444,16.462776,articulatory synthesis,7.869448966308193e-05,0.0
2.6556704,20.647314,-19.58966,direct3d,7.869448966308193e-05,0.0
17.007904,9.891282,10.6468725,reed–muller code,7.869448966308193e-05,0.0
8.230525,21.839819,-12.42347,"single instruction, multiple threads",4.810068880137174e-05,0.0
-13.320464,19.790663,6.1921444,information design,4.810068880137174e-05,0.0
-8.1428175,13.300996,3.7247167,data wrangling,4.810068880137174e-05,0.0
11.209265,17.01513,11.23405,disjoint-set data structure,8.062363247208134e-05,0.0
-12.697521,16.057407,-7.3776445,arduino,4.811716534769151e-05,0.0
-6.322337,-4.5395527,-2.806871,efficiently updatable neural network,4.811716534769151e-05,0.0
4.559149,-11.781486,3.1694632,mathematical system theory,4.811716534769151e-05,0.0
11.8502245,-0.146459,16.483557,fuzzy set,5.6486591100293605e-05,0.0
-1.4088181,0.4071541,12.533549,troubleshooting,9.565321198867486e-05,0.0
9.206113,-9.707987,-0.7178521,performance tuning,9.012509278948699e-05,0.0
-2.1713445,-9.871721,20.921654,anekantavada,0.00033444642192860747,0.0
-8.396174,-10.865493,13.584383,theory of mind in animals,4.451348447019201e-05,0.0
10.64716,-4.77497,20.637201,degree of truth,5.8315923646321455e-05,0.0
14.417293,4.1398315,12.712896,heyting algebra,5.8315923646321455e-05,0.0
22.553219,-2.2685323,-3.1474662,probabilistic design,5.8315923646321455e-05,0.0
-28.820133,3.6634,-3.5199332,the beginning of infinity,5.8315923646321455e-05,0.0
-19.607422,4.0992107,-6.9910407,idea,5.8315923646321455e-05,0.0
17.720499,9.072039,11.578991,irving s. reed,4.782514439595983e-05,0.0
-0.3122069,25.152151,-12.746438,texas instruments,4.782514439595983e-05,0.0
11.763619,8.473213,-0.23715365,information processing,0.00030646866807373723,0.0
-4.6532154,-22.948568,10.451707,noology,4.782514439595983e-05,0.0
20.649624,3.7064993,13.536987,and-inverter graph,0.00023177557237273396,0.0
6.034469,2.5447886,-8.097789,marr-hildreth algorithm,0.00011665512544303033,0.0
1.3673375,21.795582,-18.148273,graphics pipeline,8.087484350349105e-05,0.0
-20.170872,7.0088267,3.306024,library of alexandria,8.087484350349105e-05,0.0
